"","Iteration","Num_Selected","Selected_Predictors","Sensitivity","Specificity","TP","TN","FP","FN"
"729",729,10,"P26, P32, P72, P81, P94, P143, P211, P244, P256, P292",0.870588235294118,0.8,74,92,23,11
"730",730,9,"P26, P32, P63, P94, P143, P211, P244, P256, P292",0.873684210526316,0.780952380952381,83,82,23,12
"731",731,10,"P26, P32, P72, P81, P91, P94, P143, P244, P256, P292",0.893617021276596,0.877358490566038,84,93,13,10
"732",732,11,"P7, P32, P72, P81, P91, P94, P109, P143, P244, P256, P292",0.862385321100917,0.835164835164835,94,76,15,15
"733",733,6,"P81, P94, P143, P244, P256, P292",0.814814814814815,0.804347826086957,88,74,18,20
"734",734,9,"P32, P63, P81, P94, P143, P211, P244, P256, P292",0.892156862745098,0.86734693877551,91,85,13,11
"735",735,6,"P26, P63, P81, P94, P256, P292",0.836538461538462,0.802083333333333,87,77,19,17
"736",736,8,"P63, P81, P91, P94, P143, P244, P256, P292",0.825242718446602,0.814432989690722,85,79,18,18
"737",737,6,"P26, P32, P94, P143, P256, P292",0.836734693877551,0.852941176470588,82,87,15,16
"738",738,9,"P32, P63, P72, P81, P94, P143, P244, P256, P292",0.893617021276596,0.839622641509434,84,89,17,10
"739",739,9,"P32, P63, P72, P91, P94, P143, P244, P256, P292",0.898989898989899,0.861386138613861,89,87,14,10
"740",740,5,"P94, P143, P244, P256, P292",0.807692307692308,0.822916666666667,84,79,17,20
"741",741,8,"P26, P72, P81, P94, P143, P244, P256, P292",0.849056603773585,0.851063829787234,90,80,14,16
"742",742,6,"P32, P94, P143, P244, P256, P292",0.88659793814433,0.825242718446602,86,85,18,11
"743",743,8,"P26, P32, P81, P91, P94, P143, P256, P292",0.831775700934579,0.838709677419355,89,78,15,18
"744",744,5,"P91, P94, P244, P256, P292",0.80952380952381,0.873684210526316,85,83,12,20
"745",745,11,"P32, P63, P72, P81, P91, P94, P143, P211, P244, P256, P292",0.945652173913043,0.944444444444444,87,102,6,5
"746",746,10,"P26, P32, P63, P72, P81, P91, P94, P143, P256, P292",0.862745098039216,0.86734693877551,88,85,13,14
"747",747,7,"P32, P72, P94, P143, P244, P256, P292",0.836538461538462,0.833333333333333,87,80,16,17
"748",748,5,"P63, P94, P143, P256, P292",0.855769230769231,0.90625,89,87,9,15
"749",749,5,"P63, P81, P94, P256, P292",0.808510638297872,0.858490566037736,76,91,15,18
"750",750,9,"P32, P63, P81, P91, P94, P143, P244, P256, P292",0.916666666666667,0.875,88,91,13,8
"751",751,11,"P26, P32, P63, P81, P91, P94, P143, P211, P244, P256, P292",0.885714285714286,0.926315789473684,93,88,7,12
"752",752,9,"P32, P72, P81, P91, P94, P143, P244, P256, P292",0.861702127659574,0.905660377358491,81,96,10,13
"753",753,8,"P63, P72, P91, P94, P143, P244, P256, P292",0.880733944954128,0.813186813186813,96,74,17,13
"754",754,9,"P32, P63, P81, P91, P94, P143, P244, P256, P292",0.869565217391304,0.87037037037037,80,94,14,12
"755",755,9,"P32, P63, P81, P91, P94, P143, P244, P256, P292",0.897196261682243,0.881720430107527,96,82,11,11
"756",756,10,"P32, P63, P72, P81, P94, P143, P211, P244, P256, P292",0.876288659793814,0.864077669902913,85,89,14,12
"757",757,10,"P26, P32, P63, P81, P91, P94, P143, P244, P256, P292",0.913461538461538,0.885416666666667,95,85,11,9
"758",758,8,"P63, P81, P94, P143, P211, P244, P256, P292",0.851063829787234,0.886792452830189,80,94,12,14
"759",759,9,"P26, P32, P63, P72, P81, P94, P143, P256, P292",0.903508771929825,0.86046511627907,103,74,12,11
"760",760,3,"P94, P256, P292",0.831578947368421,0.866666666666667,79,91,14,16
"761",761,10,"P26, P32, P63, P72, P81, P91, P94, P143, P256, P292",0.903846153846154,0.916666666666667,94,88,8,10
"762",762,12,"P26, P32, P43, P63, P72, P81, P94, P109, P143, P244, P256, P292",0.932038834951456,0.855670103092783,96,83,14,7
"763",763,11,"P32, P63, P72, P81, P91, P94, P143, P211, P244, P256, P292",0.902173913043478,0.861111111111111,83,93,15,9
"764",764,9,"P26, P32, P63, P91, P94, P143, P211, P256, P292",0.91,0.88,91,88,12,9
"765",765,7,"P72, P81, P91, P94, P143, P256, P292",0.88235294117647,0.816326530612245,90,80,18,12
"766",766,10,"P32, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.831683168316832,0.888888888888889,84,88,11,17
"767",767,9,"P26, P63, P72, P81, P94, P143, P244, P256, P292",0.905263157894737,0.819047619047619,86,86,19,9
"768",768,5,"P63, P94, P143, P256, P292",0.803571428571429,0.886363636363636,90,78,10,22
"769",769,7,"P72, P91, P94, P143, P244, P256, P292",0.862745098039216,0.877551020408163,88,86,12,14
"770",770,8,"P32, P63, P72, P81, P94, P143, P256, P292",0.861702127659574,0.858490566037736,81,91,15,13
"771",771,6,"P81, P94, P143, P244, P256, P292",0.854166666666667,0.846153846153846,82,88,16,14
"772",772,11,"P26, P32, P63, P81, P91, P94, P109, P143, P244, P256, P292",0.933962264150943,0.861702127659574,99,81,13,7
"773",773,7,"P32, P63, P81, P94, P143, P256, P292",0.828571428571429,0.842105263157895,87,80,15,18
"774",774,10,"P32, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.913978494623656,0.878504672897196,85,94,13,8
"775",775,7,"P63, P72, P81, P94, P143, P256, P292",0.865979381443299,0.864077669902913,84,89,14,13
"776",776,6,"P72, P94, P143, P211, P256, P292",0.752380952380952,0.821052631578947,79,78,17,26
"777",777,10,"P32, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.91,0.9,91,90,10,9
"778",778,10,"P32, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.885416666666667,0.884615384615385,85,92,12,11
"779",779,11,"P32, P63, P72, P81, P91, P94, P143, P211, P244, P256, P292",0.933333333333333,0.854545454545454,84,94,16,6
"780",780,7,"P63, P81, P94, P143, P244, P256, P292",0.88421052631579,0.8,84,84,21,11
"781",781,10,"P43, P63, P72, P81, P91, P94, P143, P211, P256, P292",0.88421052631579,0.885714285714286,84,93,12,11
"782",782,8,"P26, P32, P63, P91, P94, P143, P256, P292",0.861702127659574,0.886792452830189,81,94,12,13
"783",783,7,"P63, P81, P91, P94, P143, P256, P292",0.863157894736842,0.819047619047619,82,86,19,13
"784",784,10,"P26, P32, P63, P72, P81, P94, P143, P244, P256, P292",0.87378640776699,0.865979381443299,90,84,13,13
"785",785,9,"P32, P63, P72, P81, P94, P143, P244, P256, P292",0.897959183673469,0.862745098039216,88,88,14,10
"786",786,11,"P26, P32, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.912087912087912,0.844036697247706,83,92,17,8
"787",787,11,"P26, P32, P72, P81, P91, P94, P143, P211, P244, P256, P292",0.876190476190476,0.842105263157895,92,80,15,13
"788",788,8,"P32, P63, P81, P94, P143, P244, P256, P292",0.840425531914894,0.867924528301887,79,92,14,15
"789",789,7,"P72, P81, P94, P143, P244, P256, P292",0.88,0.8,88,80,20,12
"790",790,8,"P26, P63, P81, P91, P94, P143, P256, P292",0.826923076923077,0.84375,86,81,15,18
"791",791,11,"P26, P32, P43, P72, P81, P91, P94, P143, P244, P256, P292",0.868421052631579,0.872093023255814,99,75,11,15
"792",792,5,"P26, P94, P143, P256, P292",0.8125,0.836538461538462,78,87,17,18
"793",793,8,"P26, P32, P63, P94, P143, P211, P256, P292",0.88659793814433,0.805825242718447,86,83,20,11
"794",794,7,"P63, P72, P81, P94, P143, P256, P292",0.843137254901961,0.846938775510204,86,83,15,16
"795",795,11,"P26, P32, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.907407407407407,0.902173913043478,98,83,9,10
"796",796,11,"P26, P32, P63, P72, P81, P91, P94, P143, P211, P256, P292",0.87037037037037,0.869565217391304,94,80,12,14
"797",797,10,"P32, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.884615384615385,0.854166666666667,92,82,14,12
"798",798,7,"P32, P72, P81, P94, P143, P256, P292",0.889908256880734,0.802197802197802,97,73,18,12
"799",799,8,"P26, P32, P72, P81, P94, P143, P256, P292",0.822916666666667,0.865384615384615,79,90,14,17
"800",800,8,"P63, P72, P81, P94, P143, P244, P256, P292",0.86046511627907,0.833333333333333,74,95,19,12
"801",801,10,"P26, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.923913043478261,0.833333333333333,85,90,18,7
"802",802,10,"P63, P72, P81, P91, P94, P109, P143, P211, P256, P292",0.846938775510204,0.872549019607843,83,89,13,15
"803",803,11,"P26, P32, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.901960784313726,0.897959183673469,92,88,10,10
"804",804,13,"P26, P32, P63, P72, P81, P91, P94, P137, P143, P211, P244, P256, P292",0.943181818181818,0.901785714285714,83,101,11,5
"805",805,12,"P26, P43, P63, P72, P81, P91, P94, P143, P211, P244, P256, P292",0.825242718446602,0.876288659793814,85,85,12,18
"806",806,9,"P32, P63, P81, P91, P94, P143, P244, P256, P292",0.884615384615385,0.895833333333333,92,86,10,12
"807",807,8,"P26, P32, P63, P94, P143, P211, P256, P292",0.86734693877551,0.843137254901961,85,86,16,13
"808",808,11,"P26, P32, P63, P81, P91, P94, P109, P143, P244, P256, P292",0.925531914893617,0.877358490566038,87,93,13,7
"809",809,9,"P26, P72, P81, P91, P94, P143, P244, P256, P292",0.868686868686869,0.821782178217822,86,83,18,13
"810",810,9,"P32, P72, P91, P94, P109, P143, P211, P256, P292",0.78,0.82,78,82,18,22
"811",811,12,"P26, P32, P63, P72, P81, P91, P94, P143, P211, P244, P256, P292",0.898989898989899,0.900990099009901,89,91,10,10
"812",812,11,"P26, P32, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.819148936170213,0.877358490566038,77,93,13,17
"813",813,9,"P26, P32, P63, P72, P91, P94, P143, P256, P292",0.881188118811881,0.898989898989899,89,89,10,12
"814",814,12,"P26, P32, P63, P72, P81, P91, P94, P143, P211, P244, P256, P292",0.910891089108911,0.868686868686869,92,86,13,9
"815",815,7,"P26, P63, P91, P94, P244, P256, P292",0.872549019607843,0.816326530612245,89,80,18,13
"816",816,11,"P32, P63, P72, P81, P91, P94, P143, P211, P244, P256, P292",0.88235294117647,0.897959183673469,90,88,10,12
"817",817,6,"P72, P94, P143, P244, P256, P292",0.854545454545454,0.855555555555556,94,77,13,16
"818",818,8,"P32, P81, P91, P94, P143, P244, P256, P292",0.822916666666667,0.913461538461538,79,95,9,17
"819",819,6,"P63, P72, P81, P94, P256, P292",0.888888888888889,0.881188118811881,88,89,12,11
"820",820,8,"P26, P32, P43, P81, P94, P143, P256, P292",0.831683168316832,0.808080808080808,84,80,19,17
"821",821,10,"P26, P32, P63, P72, P81, P94, P143, P244, P256, P292",0.902912621359223,0.855670103092783,93,83,14,10
"822",822,9,"P7, P26, P63, P91, P94, P143, P244, P256, P292",0.844660194174757,0.804123711340206,87,78,19,16
"823",823,6,"P72, P81, P94, P143, P256, P292",0.819148936170213,0.858490566037736,77,91,15,17
"824",824,5,"P72, P94, P143, P256, P292",0.823529411764706,0.857142857142857,84,84,14,18
"825",825,7,"P7, P32, P94, P143, P244, P256, P292",0.838383838383838,0.891089108910891,83,90,11,16
"826",826,8,"P26, P32, P81, P94, P143, P244, P256, P292",0.845360824742268,0.883495145631068,82,91,12,15
"827",827,10,"P32, P72, P81, P91, P94, P109, P143, P244, P256, P292",0.880434782608696,0.907407407407407,81,98,10,11
"828",828,6,"P63, P72, P81, P94, P256, P292",0.853932584269663,0.828828828828829,76,92,19,13
"829",829,10,"P32, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.894230769230769,0.885416666666667,93,85,11,11
"830",830,9,"P32, P63, P72, P94, P109, P143, P244, P256, P292",0.90625,0.884615384615385,87,92,12,9
"831",831,9,"P32, P63, P81, P91, P94, P143, P244, P256, P292",0.9375,0.894230769230769,90,93,11,6
"832",832,10,"P26, P32, P63, P72, P81, P94, P109, P143, P256, P292",0.828282828282828,0.900990099009901,82,91,10,17
"833",833,8,"P63, P81, P94, P143, P211, P244, P256, P292",0.821052631578947,0.847619047619048,78,89,16,17
"834",834,10,"P26, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.925233644859813,0.806451612903226,99,75,18,8
"835",835,11,"P26, P63, P72, P81, P91, P94, P143, P211, P244, P256, P292",0.913461538461538,0.864583333333333,95,83,13,9
"836",836,9,"P32, P63, P72, P81, P94, P143, P244, P256, P292",0.86,0.85,86,85,15,14
"837",837,8,"P26, P32, P81, P94, P143, P244, P256, P292",0.882882882882883,0.876404494382023,98,78,11,13
"838",838,9,"P26, P63, P81, P91, P94, P143, P244, P256, P292",0.83,0.81,83,81,19,17
"839",839,10,"P26, P32, P72, P81, P91, P94, P143, P244, P256, P292",0.852631578947368,0.866666666666667,81,91,14,14
"840",840,8,"P63, P72, P81, P94, P143, P244, P256, P292",0.87962962962963,0.83695652173913,95,77,15,13
"841",841,6,"P26, P63, P94, P244, P256, P292",0.796296296296296,0.83695652173913,86,77,15,22
"842",842,12,"P7, P32, P43, P63, P72, P81, P91, P94, P143, P211, P256, P292",0.884615384615385,0.84375,92,81,15,12
"843",843,4,"P94, P244, P256, P292",0.8,0.83,80,83,17,20
"844",844,8,"P26, P32, P63, P81, P91, P94, P256, P292",0.811881188118812,0.767676767676768,82,76,23,19
"845",845,9,"P26, P63, P81, P91, P94, P143, P244, P256, P292",0.947368421052632,0.904761904761905,90,95,10,5
"846",846,10,"P26, P32, P63, P72, P81, P94, P143, P244, P256, P292",0.925531914893617,0.89622641509434,87,95,11,7
"847",847,11,"P26, P32, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.86,0.85,86,85,15,14
"848",848,10,"P26, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.921052631578947,0.813953488372093,105,70,16,9
"849",849,7,"P63, P81, P91, P94, P143, P256, P292",0.872340425531915,0.839622641509434,82,89,17,12
"850",850,11,"P26, P32, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.881188118811881,0.898989898989899,89,89,10,12
"851",851,10,"P26, P32, P63, P72, P81, P94, P143, P211, P256, P292",0.865979381443299,0.893203883495146,84,92,11,13
"852",852,9,"P63, P81, P91, P94, P143, P211, P244, P256, P292",0.855769230769231,0.927083333333333,89,89,7,15
"853",853,11,"P26, P32, P63, P81, P91, P94, P143, P211, P244, P256, P292",0.903846153846154,0.84375,94,81,15,10
"854",854,12,"P7, P32, P63, P81, P91, P94, P109, P143, P211, P244, P256, P292",0.917525773195876,0.893203883495146,89,92,11,8
"855",855,8,"P26, P63, P72, P81, P94, P143, P256, P292",0.787878787878788,0.831683168316832,78,84,17,21
"856",856,10,"P26, P32, P63, P81, P91, P94, P143, P244, P256, P292",0.863636363636364,0.822222222222222,95,74,16,15
"857",857,6,"P32, P94, P143, P244, P256, P292",0.904255319148936,0.811320754716981,85,86,20,9
"858",858,10,"P32, P43, P63, P72, P81, P94, P143, P244, P256, P292",0.91578947368421,0.838095238095238,87,88,17,8
"859",859,7,"P32, P63, P81, P94, P143, P256, P292",0.893617021276596,0.849056603773585,84,90,16,10
"860",860,11,"P26, P32, P43, P63, P81, P91, P94, P143, P244, P256, P292",0.913978494623656,0.822429906542056,85,88,19,8
"861",861,6,"P63, P81, P94, P143, P256, P292",0.819047619047619,0.873684210526316,86,83,12,19
"862",862,8,"P63, P81, P91, P94, P143, P244, P256, P292",0.893203883495146,0.88659793814433,92,86,11,11
"863",863,8,"P26, P32, P72, P81, P94, P143, P256, P292",0.880434782608696,0.851851851851852,81,92,16,11
"864",864,8,"P26, P32, P72, P94, P143, P244, P256, P292",0.816326530612245,0.872549019607843,80,89,13,18
"865",865,8,"P32, P63, P72, P81, P94, P143, P256, P292",0.861111111111111,0.83695652173913,93,77,15,15
"866",866,5,"P91, P94, P143, P256, P292",0.879120879120879,0.844036697247706,80,92,17,11
"867",867,10,"P26, P32, P63, P72, P81, P94, P143, P244, P256, P292",0.914285714285714,0.88421052631579,96,84,11,9
"868",868,8,"P26, P81, P91, P94, P143, P244, P256, P292",0.87,0.83,87,83,17,13
"869",869,9,"P32, P72, P81, P94, P143, P211, P244, P256, P292",0.87,0.91,87,91,9,13
"870",870,7,"P32, P91, P94, P143, P244, P256, P292",0.776595744680851,0.877358490566038,73,93,13,21
"871",871,5,"P81, P94, P244, P256, P292",0.802083333333333,0.826923076923077,77,86,18,19
"872",872,10,"P32, P72, P81, P91, P94, P109, P143, P244, P256, P292",0.857142857142857,0.862745098039216,84,88,14,14
"873",873,11,"P32, P43, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.907216494845361,0.844660194174757,88,87,16,9
"874",874,7,"P26, P63, P94, P143, P244, P256, P292",0.864583333333333,0.836538461538462,83,87,17,13
"875",875,8,"P26, P63, P81, P94, P143, P244, P256, P292",0.857142857142857,0.872549019607843,84,89,13,14
"876",876,10,"P26, P32, P72, P81, P91, P94, P109, P143, P256, P292",0.763636363636364,0.844444444444444,84,76,14,26
"877",877,8,"P72, P81, P94, P109, P143, P244, P256, P292",0.885416666666667,0.788461538461538,85,82,22,11
"878",878,8,"P32, P63, P81, P94, P143, P244, P256, P292",0.83495145631068,0.835051546391753,86,81,16,17
"879",879,9,"P26, P63, P72, P81, P94, P143, P244, P256, P292",0.911764705882353,0.887755102040816,93,87,11,9
"880",880,6,"P81, P91, P94, P244, P256, P292",0.87,0.82,87,82,18,13
"881",881,10,"P26, P32, P63, P72, P81, P94, P143, P244, P256, P292",0.875,0.875,91,84,12,13
"882",882,9,"P26, P63, P81, P91, P94, P143, P244, P256, P292",0.894117647058824,0.843478260869565,76,97,18,9
"883",883,9,"P26, P63, P94, P109, P143, P211, P244, P256, P292",0.851485148514851,0.848484848484849,86,84,15,15
"884",884,7,"P32, P63, P81, P94, P143, P256, P292",0.755555555555556,0.881818181818182,68,97,13,22
"885",885,9,"P26, P63, P81, P91, P94, P143, P244, P256, P292",0.898989898989899,0.831683168316832,89,84,17,10
"886",886,6,"P32, P63, P94, P143, P256, P292",0.84375,0.836538461538462,81,87,17,15
"887",887,7,"P32, P63, P94, P143, P244, P256, P292",0.829787234042553,0.867924528301887,78,92,14,16
"888",888,10,"P26, P32, P63, P72, P81, P91, P94, P143, P256, P292",0.875,0.833333333333333,91,80,16,13
"889",889,6,"P72, P81, P94, P143, P256, P292",0.823529411764706,0.857142857142857,84,84,14,18
"890",890,7,"P32, P81, P94, P143, P244, P256, P292",0.851851851851852,0.847826086956522,92,78,14,16
"891",891,7,"P81, P91, P94, P143, P244, P256, P292",0.854166666666667,0.807692307692308,82,84,20,14
"892",892,9,"P32, P63, P81, P91, P94, P143, P244, P256, P292",0.902654867256637,0.850574712643678,102,74,13,11
"893",893,8,"P32, P63, P72, P81, P94, P143, P256, P292",0.766666666666667,0.863636363636364,69,95,15,21
"894",894,11,"P26, P63, P72, P81, P91, P94, P143, P211, P244, P256, P292",0.85981308411215,0.924731182795699,92,86,7,15
"895",895,6,"P63, P94, P143, P244, P256, P292",0.891304347826087,0.851851851851852,82,92,16,10
"896",896,9,"P32, P63, P72, P81, P91, P94, P143, P256, P292",0.885714285714286,0.842105263157895,93,80,15,12
"897",897,8,"P26, P81, P91, P94, P143, P244, P256, P292",0.91588785046729,0.838709677419355,98,78,15,9
"898",898,11,"P7, P26, P32, P72, P81, P91, P94, P143, P244, P256, P292",0.865979381443299,0.844660194174757,84,87,16,13
"899",899,8,"P32, P63, P72, P81, P94, P143, P256, P292",0.857142857142857,0.833333333333333,84,85,17,14
"900",900,9,"P26, P63, P72, P81, P94, P143, P244, P256, P292",0.875,0.8125,77,91,21,11
"901",901,4,"P94, P143, P256, P292",0.754901960784314,0.836734693877551,77,82,16,25
"902",902,9,"P26, P63, P81, P91, P94, P143, P244, P256, P292",0.894736842105263,0.86046511627907,102,74,12,12
"903",903,9,"P7, P32, P81, P91, P94, P143, P244, P256, P292",0.846153846153846,0.885416666666667,88,85,11,16
"904",904,10,"P32, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.9375,0.884615384615385,90,92,12,6
"905",905,4,"P94, P143, P256, P292",0.826086956521739,0.805555555555556,76,87,21,16
"906",906,6,"P26, P94, P143, P244, P256, P292",0.844036697247706,0.857142857142857,92,78,13,17
"907",907,5,"P26, P94, P143, P256, P292",0.821782178217822,0.838383838383838,83,83,16,18
"908",908,10,"P26, P32, P63, P81, P91, P94, P143, P244, P256, P292",0.863157894736842,0.847619047619048,82,89,16,13
"909",909,9,"P7, P63, P72, P91, P94, P143, P244, P256, P292",0.906542056074766,0.806451612903226,97,75,18,10
"910",910,12,"P26, P32, P63, P72, P81, P91, P94, P143, P211, P244, P256, P292",0.872340425531915,0.915094339622642,82,97,9,12
"911",911,6,"P63, P81, P94, P143, P256, P292",0.804123711340206,0.844660194174757,78,87,16,19
"912",912,8,"P26, P63, P72, P91, P94, P143, P256, P292",0.843137254901961,0.877551020408163,86,86,12,16
"913",913,6,"P63, P81, P94, P143, P256, P292",0.777777777777778,0.841584158415842,77,85,16,22
"914",914,10,"P26, P32, P72, P81, P94, P109, P143, P244, P256, P292",0.818181818181818,0.830357142857143,72,93,19,16
"915",915,6,"P81, P94, P143, P244, P256, P292",0.875,0.913461538461538,84,95,9,12
"916",916,7,"P63, P81, P91, P94, P143, P256, P292",0.866666666666667,0.831578947368421,91,79,16,14
"917",917,12,"P26, P32, P43, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.922222222222222,0.9,83,99,11,7
"918",918,11,"P32, P63, P72, P81, P91, P94, P143, P211, P244, P256, P292",0.918367346938776,0.88235294117647,90,90,12,8
"919",919,10,"P26, P32, P63, P81, P94, P109, P143, P244, P256, P292",0.866666666666667,0.894736842105263,91,85,10,14
"920",920,5,"P94, P143, P244, P256, P292",0.814432989690722,0.737864077669903,79,76,27,18
"921",921,9,"P26, P32, P63, P81, P91, P94, P143, P256, P292",0.881188118811881,0.828282828282828,89,82,17,12
"922",922,9,"P63, P72, P81, P91, P94, P143, P244, P256, P292",0.904761904761905,0.873684210526316,95,83,12,10
"923",923,6,"P32, P81, P94, P143, P256, P292",0.80188679245283,0.808510638297872,85,76,18,21
"924",924,10,"P32, P63, P72, P91, P94, P143, P211, P244, P256, P292",0.881720430107527,0.869158878504673,82,93,14,11
"925",925,10,"P7, P26, P32, P63, P72, P94, P143, P244, P256, P292",0.819047619047619,0.863157894736842,86,82,13,19
"926",926,9,"P26, P32, P72, P81, P94, P143, P244, P256, P292",0.868686868686869,0.871287128712871,86,88,13,13
"927",927,7,"P72, P81, P94, P143, P244, P256, P292",0.85,0.74,85,74,26,15
"928",928,10,"P26, P32, P63, P72, P81, P91, P94, P143, P256, P292",0.835164835164835,0.853211009174312,76,93,16,15
"929",929,4,"P94, P143, P256, P292",0.829787234042553,0.839622641509434,78,89,17,16
"930",930,9,"P26, P63, P72, P81, P94, P143, P244, P256, P292",0.887755102040816,0.872549019607843,87,89,13,11
"931",931,10,"P26, P32, P72, P81, P94, P109, P143, P244, P256, P292",0.842592592592593,0.902173913043478,91,83,9,17
"932",932,8,"P32, P63, P72, P94, P143, P244, P256, P292",0.862745098039216,0.795918367346939,88,78,20,14
"933",933,6,"P32, P63, P72, P94, P256, P292",0.845360824742268,0.844660194174757,82,87,16,15
"934",934,8,"P26, P81, P91, P94, P143, P244, P256, P292",0.834862385321101,0.846153846153846,91,77,14,18
"935",935,8,"P32, P72, P91, P94, P143, P244, P256, P292",0.903614457831325,0.82051282051282,75,96,21,8
"936",936,7,"P32, P81, P94, P143, P244, P256, P292",0.752688172043011,0.906542056074766,70,97,10,23
"937",937,11,"P26, P32, P63, P72, P91, P94, P143, P211, P244, P256, P292",0.887755102040816,0.852941176470588,87,87,15,11
"938",938,8,"P26, P32, P63, P94, P143, P244, P256, P292",0.844660194174757,0.804123711340206,87,78,19,16
"939",939,7,"P72, P81, P94, P143, P244, P256, P292",0.86,0.85,86,85,15,14
"940",940,9,"P26, P32, P63, P81, P94, P143, P244, P256, P292",0.898148148148148,0.83695652173913,97,77,15,11
"941",941,8,"P26, P32, P91, P94, P143, P244, P256, P292",0.795918367346939,0.862745098039216,78,88,14,20
"942",942,10,"P7, P32, P72, P81, P94, P143, P211, P244, P256, P292",0.863157894736842,0.895238095238095,82,94,11,13
"943",943,7,"P63, P81, P91, P94, P143, P256, P292",0.876190476190476,0.842105263157895,92,80,15,13
"944",944,8,"P63, P72, P81, P91, P94, P143, P256, P292",0.857142857142857,0.833333333333333,84,85,17,14
"945",945,8,"P32, P72, P91, P94, P143, P244, P256, P292",0.875,0.855769230769231,84,89,15,12
"946",946,9,"P63, P72, P81, P94, P109, P143, P244, P256, P292",0.896907216494845,0.815533980582524,87,84,19,10
"947",947,9,"P32, P63, P72, P81, P94, P143, P244, P256, P292",0.778947368421053,0.885714285714286,74,93,12,21
"948",948,8,"P26, P32, P63, P94, P143, P244, P256, P292",0.813953488372093,0.859649122807018,70,98,16,16
"949",949,6,"P63, P94, P143, P244, P256, P292",0.808988764044944,0.837837837837838,72,93,18,17
"950",950,7,"P63, P72, P81, P94, P143, P256, P292",0.842105263157895,0.866666666666667,80,91,14,15
"951",951,10,"P26, P32, P63, P72, P81, P94, P143, P244, P256, P292",0.930693069306931,0.868686868686869,94,86,13,7
"952",952,9,"P7, P72, P81, P91, P94, P143, P244, P256, P292",0.826923076923077,0.864583333333333,86,83,13,18
"953",953,7,"P7, P63, P81, P94, P244, P256, P292",0.835164835164835,0.862385321100917,76,94,15,15
"954",954,8,"P26, P32, P63, P81, P94, P143, P256, P292",0.868686868686869,0.891089108910891,86,90,11,13
"955",955,10,"P26, P32, P63, P72, P81, P94, P143, P244, P256, P292",0.9,0.836363636363636,81,92,18,9
"956",956,8,"P32, P72, P81, P94, P143, P244, P256, P292",0.88421052631579,0.819047619047619,84,86,19,11
"957",957,7,"P63, P81, P91, P94, P143, P256, P292",0.900990099009901,0.878787878787879,91,87,12,10
"958",958,9,"P26, P32, P63, P72, P91, P94, P143, P256, P292",0.87,0.89,87,89,11,13
"959",959,6,"P32, P63, P94, P244, P256, P292",0.808080808080808,0.851485148514851,80,86,15,19
"960",960,8,"P26, P63, P72, P81, P94, P244, P256, P292",0.84,0.82,84,82,18,16
"961",961,7,"P63, P72, P94, P143, P244, P256, P292",0.88,0.85,88,85,15,12
"962",962,8,"P26, P32, P63, P94, P143, P244, P256, P292",0.873873873873874,0.887640449438202,97,79,10,14
"963",963,10,"P32, P63, P81, P91, P94, P143, P211, P244, P256, P292",0.88659793814433,0.864077669902913,86,89,14,11
"964",964,11,"P26, P32, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.896907216494845,0.854368932038835,87,88,15,10
"965",965,12,"P7, P26, P32, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.875,0.855769230769231,84,89,15,12
"966",966,9,"P63, P72, P81, P91, P94, P143, P244, P256, P292",0.865384615384615,0.864583333333333,90,83,13,14
"967",967,7,"P63, P81, P94, P143, P244, P256, P292",0.846938775510204,0.88235294117647,83,90,12,15
"968",968,14,"P7, P26, P32, P43, P63, P81, P91, P94, P109, P143, P211, P244, P256, P292",0.948979591836735,0.843137254901961,93,86,16,5
"969",969,5,"P94, P143, P244, P256, P292",0.822429906542056,0.89247311827957,88,83,10,19
"970",970,11,"P32, P63, P72, P81, P91, P94, P143, P211, P244, P256, P292",0.900990099009901,0.828282828282828,91,82,17,10
"971",971,10,"P26, P32, P63, P72, P81, P91, P94, P143, P256, P292",0.831775700934579,0.881720430107527,89,82,11,18
"972",972,6,"P63, P81, P94, P143, P256, P292",0.866071428571429,0.795454545454545,97,70,18,15
"973",973,7,"P63, P81, P94, P143, P244, P256, P292",0.87,0.87,87,87,13,13
"974",974,12,"P26, P32, P63, P72, P81, P91, P94, P143, P211, P244, P256, P292",0.894230769230769,0.947916666666667,93,91,5,11
